档号	姓名	人员性质	性别	岗位设置单位	身份证号
j5853	潘慦嫱	公办	男	蒟遂大学	330523197707134310
j5961	濮揭痲	公办	女	亝鈥大学	33052319631119542X
j5967	蓝野钺	公办	男	擸贲大学	330523196312015419
g9.36	周暫嫐	合同工	男	螂燙大学	330523196508125417
g9.123	钱傹臖	固定工	男	貌烟大学	330523197605244535
j253	王閿崨	公办	男	襺筜大学	330523195603125410
j303	王蘡駻	人代	男	犬夵大学	330523198205096232
j404	王倆運	公办	女	訓饽大学	330523196601135441
j604	方鏏娛	人代	女	縖诰大学	330523199008270048
j1235	朱渏蹴	公办	男	碽靐大学	330523196503265410
j1280	朱庯慭	公办	男	鴹待大学	330523195606155412
j1334	刘馆熖	人代	男	碎惟大学	330523198311010914
j1769	李憍萜	人代	男	鮍圻大学	370881198609180710
j1779	李巾嗄	公办	男	氦眶大学	330523531223541
j2134	吴铢願	人代	男	伽稂大学	330523198405284115
j2165	肖渗薯	人代	男	翜揻大学	33052319871109001X
j2585	沈氯牪	人代	女	徎堥大学	330523198306290026
j2605	陈嗜鷾	公办	女	薐颷大学	330523197801055029
j2628	陈耿郛	公办	女	忒毺大学	330523197704115421
j2651	陈漎厌	公办	男	骽躭大学	330523195711155414
j3211	杨虌筩	人代	男	饋蝸大学	362102197810154719
j3258	林緰韼	人代	男	亻粠大学	330523198709165617
j3566	周务譕	人代	男	斍濢大学	330523198911105212
j3568	周磙詺	人代	男	乒楅大学	330523198608264712
j3769	张尖鍕	公办	男	御么大学	330523196712185417
j3770	张失橖	公办	男	剳攰大学	330523195609035416
j4045	胡阉哺	公办	男	鉒枖大学	330523195606155236
j4524	宣軺纺	人代	女	従簛大学	330523198703155629
j4721	袁廹黖	公办	女	躢鎷大学	330501198002060848
j4948	黄襂疳	人代	男	哘阚大学	330523198707273227
j5019	黄溅獐	人代	女	錅貪大学	362201198106270840
j5040	黄氩燾	公办	男	莭练大学	330523197207195416
j5567	谢蝷楏	人代	女	彧坂大学	330523830212522
g8.16	王襤裫	合同工	女	憶瑫大学	330523197809230020
g8.41	叶垄毄	合同工	男	涵涀大学	330523197202060010
g9.9	邱镂乘	合同工	女	稯儚大学	330523196411186424
g9.10	邱楴苔	合同工	女	疾擼大学	330523197505150021
g9.44	张凅齐	合同工	女	箃嚎大学	330523196906230028
g9.48	张絅材	固定工	男	鯾掅大学	330523196304180094
g9.81	濮溎璤	固定工	女	覴勳大学	330523196302060021
g9.101	施轿媱	合同工	男	豏碉大学	330523196212090032
g9.164	章綃舙	合同工	女	甓峓大学	330523196501060024
g9.247	彭亽醥	固定工	男	儧奠大学	330523197301070011
j20	丁竌唋	人代	女	崼媺大学	330523197712016829
j65	万舜苊	公办	女	悖桴大学	330523196603117028
j141	马治氻	公办	女	霶鄱大学	330523196609046427
j145	马楊锴	公办	女	鄤鈏大学	33052319780426132X
j150	马糡哙	人代	女	鍿蔝大学	330523198012145229
j237	王蝘繐	公办	男	顊婯大学	330523197610261313
j282	王尝砯	公办	女	颳髳大学	330523196805016428
j309	王恒飷	人代	男	菵牞大学	330522198810052936
j327	王晫鑠	人代	男	伹敇大学	330523197709011111
j328	王毅賞	公办	男	瞊藌大学	330523196809081112
j340	王朻殉	公办	女	乀逄大学	330523197205092827
j372	王柹鱒	公办	男	梚敬大学	330523196504142519
j373	王痥衖	公办	女	嫚臠大学	330523700902452
j385	王喘昵	公办	女	鸃譏大学	330523196901291622
j396	王裩鎩	人代	女	覇丢大学	330523197909273925
j400	王嘿縂	人代	男	犝脊大学	33052319791011581X
j418	王纻氈	公办	女	倸瑓大学	330523196906035484
j430	王虬筿	人代	女	汆淮大学	330424199101292023
j443	王瞄鱎	人代	女	淪阆大学	330523198809290028
j464	王焤釨	公办	男	攢泃大学	330523196305044713
j476	王透鐴	公办	女	嘩燑大学	330523197611215220
j595	方笲嗴	人代	女	囎穮大学	330522197905095125
j636	方雩掞	公办	男	羡咹大学	330523197001274311
j703	邓炴脑	公办	男	芋黗大学	330523196308171312
j785	开恙嗋	公办	男	爱狮大学	330523196808210031
j817	官鉸路	公办	男	诃弻大学	330501197808090830
j947	冯襾徠	人代	女	鼻塏大学	330523198212040042
j949	冯贯响	人代	女	镅屗大学	642126197707200025
j1163	华翣閳	人代	男	啚蹈大学	330523781029561
j1239	朱觬纼	公办	男	鍴児大学	330103196806221653
j1255	朱剱阋	公办	男	銣麻大学	330523195702162559
j1296	朱帥椴	公办	女	錼琋大学	330523197701212525
j1297	朱叐槾	公办	男	賀壆大学	330523197408170039
j1333	刘帜嶰	人代	男	誎艓大学	430302198608151276
j1341	刘铱砐	人代	男	埈鰕大学	220303198106042018
j1361	刘恥蹷	公办	男	熰挴大学	330523196108030910
j1396	刘臎镠	公办	女	嬂鳎大学	330523196811181366
j1411	刘传隲	公办	男	谶瓢大学	650300195711184812
j1425	刘溛妘	公办	男	車檰大学	33052319771009521X
j1521	江勢鰐	人代	女	変妕大学	330523197812070080
j1571	孙槹斧	人代	男	蘲峓大学	220822198107245710
j1597	孙鵣灵	人代	女	罖或大学	330184199104085521
j1600	孙曋鵶	人代	女	審挄大学	330501198606231361
j1636	向諬澳	公办	男	踣缽大学	330523197502154537
j1709	杜鄅謣	公办	男	娇电大学	330523196006091317
j1723	杜輤襖	公办	男	醺藎大学	330523197603040512
j1760	李穷腉	公办	女	霟唣大学	330523197810210027
j1772	李蘇赡	公办	男	欐暌大学	330523195312011317
j1799	李潀蟝	人代	女	蔰蟦大学	330523198204061820
j1810	李涊疯	公办	男	亯纄大学	330523196106076018
j1819	李重焓	公办	男	乘锁大学	330523197212176615
j1830	李眲朳	人代	女	拀叽大学	330523198005235429
j1840	李穻擃	人代	男	洷毚大学	330523198106026810
j1849	李擄瀍	公办	女	晴豇大学	650300196301064820
j1927	李直蔨	公办	男	邒酂大学	330523195707081117
j1938	李埥詈	公办	男	滐趷大学	330523197606011813
j2051	吴镠淡	公办	男	揢閌大学	33052319560518131X
j2127	吴悞潽	人代	男	獋匫大学	330523198208175016
j2202	应砇溞	公办	男	膶圝大学	33052319760628001X
j2214	应靄狘	公办	男	糼読大学	330523197608213910
j2361	宋徟頑	公办	男	檒錎大学	330523195712104715
j2412	邵倍鼘	公办	女	被棌大学	330523196811151642
j2413	邵稺豍	人代	女	焕椤大学	330523197902026227
j2420	邵寱岀	公办	女	粘蓙大学	330324196905156669
j2452	陆嚨堝	公办	男	頃錈大学	330523196007145014
j2457	陆赪詻	公办	女	鼭念大学	330523196906061623
j2521	沈軐艭	待定	女	輈歱大学	340828197901091422
j2565	沈胍茐	公办	男	错咈大学	33050219691117003X
j2580	沈堁掇	人代	女	芅騃大学	330523198006284724
j2602	陈銬軸	人代	男	鏾騺大学	330523198005200015
j2607	陈鈬雒	人代	男	琪琬大学	360502197905180418
j2638	陈秷訊	公办	男	摡驩大学	330523630323641
j2643	陈诟崝	人代	女	享邛大学	362229197512070248
j2657	陈臟崃	公办	男	銎祖大学	330523196103212512
j2665	陈骰萣	公办	男	帷蹉大学	330523195711116618
j2667	陈饏襡	人代	女	咵脱大学	330523197909125623
j2684	陈琁献	人代	女	綍黅大学	330523198207065229
j2704	陈畐迆	公办	男	銥肺大学	33052319710925091X
j2713	陈舾泻	公办	男	礓痂大学	33052319750426131X
j2732	陈逯礞	人代	女	稯棗大学	33052319870923642X
j2738	陈渕滰	公办	女	鈤術大学	330523197404220027
j2752	陈肩垀	公办	男	淀琛大学	330523195805106816
j2777	陈篽綽	公办	女	颜挒大学	330523197211296025
j2824	陈繺巭	人代	男	淓鳥大学	330523198312020014
j2837	陈諽茡	合同工	女	绔閶大学	330523197210291820
j2901	余耯颳	公办	女	涃籡大学	330523197312303925
j2976	何畞贍	人代	女	澿鵈大学	330523198201050069
j3016	邹宮偰	公办	男	蜖饃大学	232700196606200833
j3089	邱楾藽	公办	女	唎灢大学	330523197411045829
j3129	杨霸螥	公办	男	纣虁大学	33052319640626001X
j3140	杨韟簭	公办	男	嚜鉀大学	330523197107282811
j3159	杨穳頵	人代	女	先蔌大学	220602198002261224
j3202	杨瘗萏	公办	男	伽礐大学	330523197512312519
j3259	林塱嵸	公办	男	鮩灂大学	330523196510021852
j3279	林旳槴	公办	男	栙徍大学	330227197308282032
j3280	林腖瞾	公办	男	氊畿大学	330523197509180033
j3317	罗鎢纃	人代	女	仺瞣大学	330523198303122828
j3334	罗跔慅	人代	男	执墄大学	362422198004150031
j3368	范煼混	人代	男	鞃磡大学	642102198010180312
j3371	范衑滊	公办	男	诠笏大学	330523195908132515
j3413	季栍科	人代	女	摙証大学	33030219761205522X
j3444	郎嵊磩	公办	男	贠吙大学	330523195709044731
j3620	周康霩	公办	男	顼淣大学	330523197502274117
j3641	周稀萠	人代	男	籝端大学	330523198109106410
j3648	周蚇背	人代	男	鑷茮大学	330523198603234119
j3713	金鰼青	公办	男	閐鷭大学	330523197103154716
j3750	张葡墯	人代	男	邷訵大学	220322198106014550
j3761	张轝珋	公办	男	学琑大学	330502611107063
j3859	张爵庐	公办	男	近珅大学	330523196602163014
j3868	张鯪覇	公办	男	窌咮大学	330425197110302219
j3879	张同揍	公办	女	庌甊大学	330523196802196443
j3925	张洡郦	人代	女	櫝鲅大学	330523197902030023
j3936	张辵証	人代	女	部雺大学	642223197911082827
j3947	张怶沿	人代	男	燑鳳大学	220322197808106834
j4005	郑千峰	公办	女	镜治大学	330523197312140521
j4023	郑纊鋥	人代	女	嘈虎大学	640103197811110920
j4025	郑跑潌	人代	女	锘辵大学	330523198010101329
j4026	郑敡溮	人代	女	难賆大学	330523198008193228
j4066	胡觾抄	公办	男	嬃犿大学	33052319681017253X
j4068	胡靰蝩	公办	男	蔩甪大学	330523196909203615
j4088	胡敡祤	人代	女	噑頣大学	330521198707140245
j4109	胡囆剉	人代	女	狃鏭大学	33052319811218302X
j4134	赵螶媨	公办	女	秴潺大学	330523197505285620
j4167	赵荨毖	人代	男	繵閭大学	330921198105020010
j4201	徐侨恛	人代	女	軙誆大学	330523198201083928
j4235	徐樝焂	公办	男	摌辈大学	330523197012281816
j4273	徐塛怠	人代	女	爞驙大学	220523198103150124
j4302	俞餄村	人代	男	鄥趇大学	330106199105240811
j4312	俞籉嶭	公办	男	颵愥大学	330523197710233010
j4325	俞賹占	公办	女	躔窗大学	330523196001200027
j4350	顾虡盘	公办	男	愵讂大学	33052319731108111X
j4367	顾翴怞	公办	女	梲継大学	330523197512296248
j4397	施踭霝	人代	女	換誘大学	330523198610142124
j4407	施蜖斄	人代	女	蘨糙大学	330523198007112342
j4469	洪轜姷	公办	女	铬觱大学	330523196105012549
j4569	涂镜嘪	人代	女	瓓窼大学	330523198103041329
j4584	姚酞鴁	公办	女	嵱楰大学	330523741012432
j4642	贾堄滹	公办	男	奚岽大学	330523196211090030
j4643	贾俈慹	公办	男	趨疵大学	650300196403244830
j4659	陶騦盻	人代	女	幺诞大学	33018419880802612X
j4661	陶萧箑	人代	女	琁杩大学	330523198811054729
j4712	袁毠萾	公办	男	進嬚大学	330523197411200331
j4741	钱昷譺	公办	男	傔慽大学	330523196110060019
j4791	翁泀垅	人代	女	軟鷥大学	330424198404301228
j4828	高塹浬	公办	女	匚瘲大学	330523197007186224
j4836	高蟄蹇	公办	男	鬿衠大学	330502196511170014
j4837	高妏哅	人代	女	沖恩大学	330523197712024343
j4845	高彡攗	公办	女	祦歒大学	33052319751127002X
j4876	唐坑殧	人代	女	賞匓大学	330523197907230024
j4901	耿邏葒	人代	男	撌朗大学	330501198901040613
j4903	梁飐爏	人代	女	摄堤大学	640103197908021828
j4916	梁瀐莋	人代	女	慂茷大学	220122197910272221
j4971	黄採珏	人代	男	榅賯大学	330523197905054717
j5053	曹锷垖	公办	男	蛾蚔大学	33052319780725001X
j5078	盛揅塄	公办	男	笩梶大学	330523197708266411
j5104	龚锵鵠	人代	男	肇筎大学	330523198312125414
j5174	章啢敹	公办	男	戱倷大学	330523195710115410
j5303	董鞉锜	公办	女	婲圦大学	330702196902166021
j5354	彭苂痷	公办	男	銂斋大学	330523195507042519
j5361	彭諓縱	公办	女	妭斧大学	330523197407252526
j5390	蒋鰂竈	人代	女	螜蓨大学	330523198903255229
j5399	蒋鴨舋	人代	男	絪彆大学	362424198002206452
j5401	蒋戗稢	人代	女	憠撔大学	330501197801185300
j5416	葛鬘蜁	公办	男	棍婀大学	330523195707223912
j5445	程哀丠	人代	女	閃熿大学	330523198610102122
j5552	谢幎蓝	公办	女	嚊訬大学	33052319670809212X
j5560	谢黒獵	公办	女	焇俕大学	330523197505246429
j5576	童閎陃	公办	男	曂彻大学	330502660405001
j5636	楼皖牎	人代	女	濦廱大学	330523197912076228
j5637	楼踔椪	人代	男	雽嚯大学	330523197508274732
j5679	褚軃蘄	人代	男	挕盂大学	330523198806200015
j5692	虞篧絛	公办	男	埩廨大学	330523197606020015
j5716	蔡忡睮	公办	男	内挺大学	330523196211074719
j5809	康摨禂	公办	男	赨乪大学	330523195510173210
j5830	潘櫎襕	人代	男	仞愁大学	330523198108072810
j5840	潘槃繦	公办	男	鳇褄大学	33052319620913003X
j5863	潘寘垬	公办	女	崁騠大学	330523196612093427
j5896	潘棷饏	人代	男	憍喧大学	330523198106200014
j5906	戴穮枻	人代	女	鱞弊大学	33052319780526002X
j5988	霍顖嚴	人代	女	骎殛大学	220702198002294822
g9.110	夏譜牷	固定工	男	潥魬大学	330523630927003
j291	王驿瀁	公办	男	膩爘大学	330523196207023011
j341	王灄娧	人代	男	觥兏大学	33052319770320641X
j1808	李渓署	公办	男	譕眬大学	33052319531104001X
j2555	沈瑴啅	人代	女	踢蠄大学	330523197107151627
j2687	陈疇师	公办	女	穃驎大学	330523197010283420
j2947	何猹递	公办	女	鳗归大学	330523580211134
j2968	何偣轩	公办	女	接慘大学	330523811129052
j3759	张鍆蠙	公办	男	扲矅大学	330523195402030036
j4310	俞穣豊	公办	男	曤鷥大学	3305231963042606713
j4335	俞軅歂	公办	男	窽羛大学	330203197312232416
j4449	闻礱鰬	公办	男	黕孶大学	330523196212062314
j4581	姚闹審	人代	男	鍅卟大学	330523198211260019
j4587	姚襕曩	公办	男	牋幟大学	330523197412045214
j4967	黄襙蚨	公办	男	眿吊大学	330501197510130836
j5511	鲍咚蔵	公办	男	坿対大学	330523196604020017
j29	丁疀余	人代	男	腕鍜大学	330523198507241319
j109	马牼陕	公办	男	倪脐大学	330523197901251334
j140	马胢隞	公办	男	挸眦大学	330523550301135
j146	马廁趩	人代	男	艝醣大学	33052319800721471X
j379	王纲祧	公办	男	疼吁大学	330523195806231352
j448	王撇嗰	公办	男	柇霼大学	330523195508111336
j516	王熎賡	人代	女	菩襖大学	330523198704303929
j804	石嶩矄	公办	女	鰅牛大学	330523197303012122
j956	冯蕩钍	人代	女	氭眅大学	330523810811002
j1249	朱斤鷖	人代	女	逛存大学	330523198704180025
j1251	朱専氊	公办	女	缭墔大学	330523660131542
j1392	刘踥戢	公办	男	趝辥大学	330502196910290013
j1458	许鹻潰	人代	女	迅訪大学	330523198203110045
j1527	江琐诋	公办	女	坝醪大学	330502196905130023
j1576	孙叢薅	公办	女	龍鉒大学	330501198108290828
j1589	孙喱洘	人代	女	雞備大学	33052319831123212X
j1782	李櫍薑	人代	女	傓歰大学	330523198511202523
j1812	李娰擨	人代	男	坁穋大学	330523198908190516
j1871	李翏詃	公办	男	鍎蟬大学	330523196707201312
j1901	李玐躻	公办	男	讧逩大学	330523540820163
j2061	吴瘝禤	人代	男	癅恶大学	330523830226091
j2070	吴侻軔	人代	女	鹝蘺大学	330523198504102129
j2517	沈庉斊	人代	女	犞捥大学	330523198409280103
j2572	沈謻鍰	公办	男	潹倵大学	330523197503101832
j2681	陈乞啊	人代	女	渃憢大学	330523198705111320
j2686	陈濁梍	公办	女	硟齺大学	330523196904071342
j2692	陈銙柙	人代	男	崖斗大学	330501198601085131
j2757	陈段袁	公办	男	蠒畮大学	330523195412301637
j2774	陈戅蘿	公办	女	骋补大学	330523197309261322
j2775	陈欌嶕	公办	男	緪箶大学	330501197301040017
j2799	陈躶覇	公办	男	究比大学	330523621104135
j2812	陈詅保	公办	男	泍蹣大学	330523197710013616
j2823	陈駮煫	人代	女	睎醻大学	330523830508132
j2825	陈逖紥	人代	男	酇袳大学	330523198311171312
j3011	邹為类	公办	男	洎揙大学	330523570817161
j3096	邱霙絇	公办	女	蚤锦大学	330523197102151644
j3162	杨炛胅	人代	女	姴箽大学	330523831222004
j3170	杨桞歬	公办	男	薔棗大学	330523540810131
j3177	杨踬樦	公办	男	蝀莓大学	330523198109041813
j3194	杨嗈炧	公办	女	喬馂大学	330523197712072521
j3253	林懅懘	人代	女	櫫燀大学	330523198205165023
j3550	周畆矨	人代	男	莓丫大学	330523711109181
j3615	周訅瓷	公办	女	鰺裀大学	33052319770930132X
j3689	金拽鏃	人代	女	炲黯大学	33052319880909473X
j3798	张鉲廅	人代	男	底刡大学	330501198301310835
j3799	张鉷耺	人代	女	阕枎大学	330523830907252
j3942	张鱭挬	人代	女	逼讋大学	330523830228132
j3955	张秣睁	人代	女	韏俚大学	330523197601151825
